"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
EE9VG9AX,book,2013,"Fernández Travieso, Carlota",Estudio de codificación XML/TEI para Relaciones de Sucesos españolas,,978-84-695-9041-6,,,http://www.bidiso.es/sielae/upload/estaticas/file/FTCXMLTEI1.pdf,,2013,2025-06-24 17:08:25,2026-02-17 01:57:04,,,,,,,,,,,,,SIELAE (Seminario Interdisciplinar para el Estudio de la Literatura Áurea Española),A Coruña,Spanish,,,,,,,,"<div class=""comment"">
<p>This book needs an abstract or excerpt, and it doesn't have a Google Books description available to use. For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource; TEI; XML; Relaciones de sucesos; Historia del periodismo; SIELAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6T5ULNN,book,2015,,"Textos, pixeles y bits. Reflexiones sobre la publicación digital",,,,,http://www.iib.unam.mx/index.php/publicaciones?start=3,"Este libro, publicado en formato digital ―utilizando, precisamente, los nuevos formatos de edición―, es una excelente muestra del análisis sobre los retos actuales que enfrenta la producción editorial en el cada vez más acelerado campo tecnológico. El uso de las redes sociales y la llamada Web 2.0 han permitido la publicación, por los mismos usuarios, de una enorme cantidad de material digital, como novelas electrónicas, fotografías, ilustraciones y blogs, lo cual ha generado otros tipos de difusión de las distintas formas del saber. Atendiendo estas premisas, los estudios que componen la presente obra buscan responder ―de acuerdo con las palabras de Isabel Galina Russell, coordinadora del volumen― a los siguientes puntos: problematización y definición de publicación digital en el contexto del resguardo de patrimonio bibliográfico; uso de la digitalización para apoyar las tareas de preservación y difusión de materiales históricos; desarrollo de nuevos tipos de publicaciones, en particular las aplicaciones literarias para iPad; reflexión acerca de los retos y dificultades para la preservación de documentación personal digital; relación entre oralidad y escritura en el texto digital y el papel del archivo sonoro; derechos de autor y discusión relativa al deliberado balance entre los controles para la protección de la propiedad intelectual y la importancia del conocimiento abierto y el bien común. En definitiva, los textos aquí reunidos, los cuales conforman una visión plural y multidisciplinaria, ponen sobre la mesa una temática tan interesante como necesaria.",2015,2025-06-24 17:08:25,2026-02-17 01:57:04,,,,,,,,,,,,,,,es,,,,,,,,<p>00000</p>,,,#nosource; Publicación digital,,"Galina Russell, Isabel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P69FTSV6,book,2017,,Sustainable surfing,,978-1-138-93075-9,,,,,2017,2025-06-24 17:08:25,2026-02-17 01:57:04,,,,,,,,,,,,,Routledge,"Abingdon, Oxon ; New York, NY",,,,,,,,,"<p>00000</p>; <p>Sustainability and surfing in a risk society / Gregory Borne – Resource system boundaries, ecosystems, management, stakeholders / Steve Martin and Danny O&apos;Obrien – Technology, industry , and sustainability – The technological epoch of surfing, its implications and impacts and the potential for sustainability to theme the next epoch / Leon Mach – Towards more sustainable business practices in surf industry clusters / Anna Gerke – Surfboard manufacturing technologies / Chris Gibson &amp; Andy Warren – Surfing voices in coastal management : Gold Coast surf management plan / Dan Ware, Neil Lazarow and Rob Hales – International surfing activism / Rob Hales, Neil Lazarow and Dan Ware – Hedonic pricing and strategies for ensuring local value from surf driven coastal exploitation / Jason Scorse – Localism and opportunity or barrier to achieving sustainability / Lindsay Usher – Wilderness surfing experiences, development responses / Mark Orams – Surfing spaces / Jon Anderson – Culture, meaning and sustainability in surfing / Neil Lazarow and Rebecca Olive – Nirvanification in the age of simulated surfing environments / Jess Ponting – Sustainability and surfing : themes and synergies, future directions / Gregory Borne</p>",,,Economic aspects; Environmental aspects; Sustainability; #nosource; Environmental sustainability; Surfing,,"Borne, Gregory; Ponting, Jess",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMTAG52V,book,2017,,"Los hijos de los dioses: El ""Grupo Filosófico Hiperión"" y la filosofía de lo mexicano",,,,,https://www.scribd.com/book/336319450/Los-hijos-de-los-dioses-El-Grupo-Filosofico-Hiperion-y-la-filosofia-de-lo-mexicano,"Descubrir qué es lo mexicano, cuáles son los rasgos que mejor describen el ser nacional, las particularidades de su cultura y su devenir histórico, ha sido una vieja obsesión que ha ocupado a numerosos intelectuales, científicos sociales, artistas y hombres de letras de México desde, por lo menos, finales del siglo XIX. Hacia mediados del siglo pasado, un grupo de jóvenes universitarios –filósofos en su mayoría–, se propusieron actualizar las búsquedas sobre la identidad nacional haciendo uso de un inusitado arsenal teórico. El presente libro explora las representaciones identitarias formuladas por estos intelectuales, quienes dieron en llamarse Grupo filosófico Hiperión. Las propuestas y tesis que englobaron bajo el nombre de ""filosofía de lo mexicano"" o ""filosofía de la mexicanidad"" son examinadas aquí bajo la lupa de las distintas tramas que dieron sustento, significado y proyección a sus planteamientos sobre lo mexicano.",2017-11,2025-06-24 17:08:25,2026-02-17 01:57:04,2017-11-23,,,,,,,Los hijos de los dioses,,,,,,,,,,,,,,,<p>00000</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAICKKE6,book,2014,"Marqués, María Pérez",Minería de Datos a través de ejemplos,,978-84-941801-4-9,,,,Rare book,2014-03,2025-06-24 17:08:25,2026-02-17 01:57:04,,,,,,,,,,,,,RC Libros,Madrid,Spanish,,,,,,,,<p>00036</p>,,,,,,,,,,,,,,,,,,,,,,,,"1ªed., 1ª imp edition",,,,,,,,,,,,,,,,,,,,,,,,,,
FSXR8HMS,book,2019,"Fry, Hannah",Hola mundo: cómo seguir siendo humanos en la era de los algoritmos,,978-84-17552-41-1,,,,,2019,2025-06-24 17:08:25,2026-02-17 01:57:04,,,,,,,,Hola mundo,,,,,,,Traducció de: Hello world : being human in the age of algorithms,,,,,,,,<p>00000 OCLC: 1139473619</p>,,,#nosource,,,,"Ramos, Francisco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W5AZQMRH,book,1997,"Irizarry, Estelle",Informática y literatura: análisis de textos hispánicos,,978-84-922335-6-4,,,,,1997,2025-06-24 17:08:24,2026-02-17 01:57:04,,,,,,,,Informática y literatura,,,,,Anthropos Editorial,,es,,,,,,,,<p>00006</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L42LZW2K,book,2015,"del Río Riande, Gimena; Cantamutto, Lucía; Striker, Gabriela","Las Humanidades Digitales desde Argentina: Tecnologías, culturas, saberes",,978-987-3617-89-8,,,https://libros.unlp.edu.ar/index.php/unlp/catalog/book/542,,2015,2025-06-24 17:08:23,2026-02-17 01:57:04,2019-10-14,,,,,,,,,,,,"Editorial de la Facultad de Filosofía y Letras Universidad de Buenos Aires,",Buenos Aires,Español,,,,,,,,"Fil: del Rio Riande, Gimena. Universidad de Buenos Aires; Argentina.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource,,,,,,,,,,,,,,,,,,,,,1a. edición,,,,,,,,,,,,,,,,,,,,,,,,,,
5CXNKBFU,book,2018,"González, Déborah; Bermúdez, Sabel Helena","Humanidades Digitales, Miradas hacia la Edad Media",,978-3-11-058541-4,,10.1515/9783110585421,https://www.degruyter.com/viewbooktoc/product/499554?fbclid=IwAR3gtJIDBrwynIDBb5XvkZ3Jyux-JESs2D_2SHqLHBHzEOkjy1M0vK_R0RA,,2018,2025-06-24 17:08:23,2026-02-17 01:57:04,2020-01-13,,,,,,,,,,,,De Gruyter,"Berlin, Boston",SPAN,,,,,,,,"The contributions gathered in this volume show how digital technologies can be applied to Medieval Studies (Philology, Art, and History) in order to improve our understanding of medieval societies and cultures.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QBH3KTNR,book,2013,"Dougherty, Jack; Nawrotzki, Kristen",Writing History in the Digital Age,,978-0-472-02991-4,,,https://muse.jhu.edu/book/27633,"Writing History in the Digital Age began as a “what-if” experiment by posing a question: How have Internet technologies influenced how historians think, teach, author, and publish? To illustrate their answer, the contributors agreed to share the stages of their book-in-progress as it was constructed on the public web. To facilitate this innovative volume, editors Jack Dougherty and Kristen Nawrotzki designed a born-digital, open-access, and open peer review process to capture commentary from appointed experts and general readers. A customized WordPress plug-in allowed audiences to add page- and paragraph-level comments to the manuscript, transforming it into a socially networked text. The initial six-week proposal phase generated over 250 comments, and the subsequent eight-week public review of full drafts drew 942 additional comments from readers across different parts of the globe. The finished product now presents 20 essays from a wide array of notable scholars, each examining (and then breaking apart and reexamining) if and how digital and emergent technologies have changed the historical profession.",2013,2025-06-24 17:08:23,2026-02-17 01:57:04,2018-04-11,,,,,,,,,,,,University of Michigan Press,,English,,,,,,,,<p>00059</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3NQ5583,book,2013,"Kelly, T. Mills",Teaching History in the Digital Age,,978-0-472-02913-6,,,https://muse.jhu.edu/book/22708,"Although many humanities scholars have been talking and writing about the transition to the digital age for more than a decade, only in the last few years have we seen a convergence of the factors that make this transition possible: the spread of sufficient infrastructure on campuses, the creation of truly massive databases of humanities content, and a generation of students that has never known a world without easy Internet access. Teaching History in the Digital Age serves as a guide for practitioners on how to fruitfully employ the transformative changes of digital media in the research, writing, and teaching of history. T. Mills Kelly synthesizes more than two decades of research in digital history, offering practical advice on how to make best use of the results of this synthesis in the classroom and new ways of thinking about pedagogy in the digital humanities.",2013,2025-06-24 17:08:23,2026-02-17 01:57:04,2018-04-11,,,,,,,,,,,,University of Michigan Press,,English,,,,,,,,<p>QID: Q60186757</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUPJP8JL,book,2014,"Lupton, Deborah",Digital Sociology,,978-1-138-02276-8,,,http://gen.lib.rus.ec/book/index.php?md5=847c18ddca31ebb8bfb600cce3405975,,2014,2025-06-24 17:08:23,2026-02-17 01:57:04,2018-08-19,,,,,,,,,,,,Routledge,Londres & New York,,,,,,,,,<p>QID: Q96705951</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7U9UUZD4,book,2018,"Salamanca López, Manuel Joaquín",Entornos Digitales: Humanidades y Ciencias Sociales en la Universidad Complutense de Madrid.,,978-607-98364-0-5,,,,,2018,2025-06-24 17:08:23,2026-02-17 01:57:04,,,,,,,,,,,,,Red de Humanidades Digitales,Ciudad de México,Español,,,,,,,,<p>00000</p>,,,#nosource,,"Romero López, María Dolores",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZG9B26QI,book,2003,"Vega, María José",Literatura hipertextual y teoría literaria,,,,,http://cv.uoc.edu/~04_999_01_u07/vega1.html,,2003,2025-06-24 17:08:22,2026-02-17 01:57:04,,,,,,,,,,,,,Marenostrum comunicación,Madrid,Spanish,,,,,,,,<p>00029</p>; <p>The following values have no corresponding Zotero field:JF - Aura Digital. Estudis de cibercultura hipertextual</p>,,,#nosource; Hipertexto; Teoría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIQLRII2,book,2012,"Bunge, Mario",Filosofía para médicos,,978-84-9784-739-1,,,,,2012,2025-06-24 18:35:59,2026-02-17 01:57:04,,,,,,,,,,,,,Gedisa,Barcelona,Español,,,,,,,,"Los médicos filosofan todo el tiempo, casi siempre sin saberlo. Así adoptan: el realismo, cuando dan por descontado que sus pacientes son reales: el materialismo, cuando cortan por medio de la cirugía o recetan píldoras en vez de hacer conjuros o rezar; el sistemismo, cuando conciben y tratan el cuerpo humano como un sistema, no como un agregado de partes desconectadas entre sí. La filosofía en la medicina es un vasto territorio apenas explorado, casi desconocido por muchos médicos. En este libro se analizan ideas médicas clave y, sin embargo, muy discutidas. ¿Cómo puede ayudar o perjudicar la filosofía a la medici-na? ¿Qué es la enfermedad: cosa o proceso, natural o social? ¿Por qué suelen ser inciertos los diagnósticos médicos? ¿Tiene sentido hablar de probabilidad en medicina? ¿A qué se debe el atraso de la psiquiatría? ¿Hay pruebas de eficacia de las medicinas tradicionales, como la china y la ayurvédica? ¿Qué es la medicina: ciencia aplicada, técnica o arte? ¿Qué filosofía moral debe guiar el ejercicio de la me-dicina? A estos interrogantes y a otras cuestiones no menos controvertidas, como el ensayo clínico aleatorio, la prevención en cuanto problema médico-político, las medicinas alternativas y los delitos de la industria farmacéutica, son algunos de los temas tratados con cuidado y profundidad por el conocido físico, filósofo y epistemólogo Mario Bunge. El texto, además, ha sido revisado por investigadores biomédicos y profesionales.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IF2P6ZDC,book,1938,"Buchanan, Scott",The doctrine of Signatures: a defence of Theory in Medicine,,0-415-22566-3,,,,,1938,2025-06-24 18:35:59,2026-02-17 01:57:04,,,,,,,,,,,,,Routledge,Londres,Inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTI23PEB,book,2006,"Cerezo, José M.",La blogosfera hispana: pioneros de la cultura digital,,,,,http://www.fundacionorange.es/areas/25_publicaciones/la_blogosfera_hispana.pdf,,2006,2025-06-24 18:35:59,2026-02-17 01:57:04,,,,,,,,,,,,,Fundación France Telecom España,,Spanish,,,,,,,,<p>00002</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95FY324X,book,2001,"Millán, José Antonio",Internet y el español,,84-931542-7-X,,,,,2001,2025-06-24 18:35:59,2026-02-17 01:57:04,,,,,,,,,Biblioteca Fundación Retevisión,,,,Fundación Retevisión,Madrid,Spanish,,,,,,,,<p>00056</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BQL784A7,book,1994,"Marcos Marín, Francisco",Informática y Humanidades,,,,,,,1994,2025-06-24 18:35:59,2026-02-17 01:57:04,,,,,,,,,,,,,Gredos,Madrid,Spanish,,,,,,,,<p>00056</p>,,,#nosource; TEI; SGML; ADMYTE; Libro de Alexandre; PhiloBiblon; TACT; TUSTEP; UNITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T8AXBGJH,book,2004,"José Luis, Molinuevo",Humanismo y nuevas tecnologías,,84-206-4596-6,,,,,2004,2025-06-24 18:35:59,2026-02-17 01:57:04,,,,,,,,,,,,,Alianza,Madrid,Español,,,,,,,,<p>00050</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMMBWHPQ,book,2015,"Moretti, Franco",Lectura distante,,978-987-719-090-8,,,,,2015,2025-06-24 18:35:59,2026-02-17 01:57:04,,,,,,,,,,,,,Fondo de Cultura Económica,Buenos Aires,,,,,,,,,"¿Por qué un historiador de la literatura llega a pensar en mapas literarios, series de novelas, flujos de traducción y diagramas de colecciones bibliográficas? En los diez ensayos reunidos en este volumen Franco Moretti reconstruye el itinerario intelectual que siguió su idea de la ""lectura distante"", desde el estudio de la evolución morfológica al análisis de datos cuantitativos. ¿Cómo funciona la teoría de la evolución para comprender el éxito o el fracaso de determinadas obras? ¿Puede el procesamiento de siete mil títulos decirnos algo sobre la novela como género? ¿Es efectiva una red de nodos para analizar el teatro de Shakespeare? Moretti se aleja de la lectura directa y utiliza mapas, series y árboles para arriesgar hipótesis sobre el sistema literario mundial. En estas páginas, sostiene: ""El término ""literatura mundial"" existe desde hace casi dos siglos, pero aún no hemos elaborado una teoría genuina del objeto al que se refiere, por muy flexible que sea su definición. No hemos reunido un conjunto de conceptos ni hemos concebido una hipótesis para organizar la inmensa cantidad de datos que constituyen la literatura mundial. No sabemos qué es la literatura mundial.",,,#nosource,,,,"Mosconi, Lilia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4EPKFWS2,book,2018,"Vinck, Dominique",Humanidades digitales: la cultura frente a las nuevas tecnologías,,978-84-17341-10-7,,,,,2018,2025-06-24 18:35:59,2026-02-17 01:57:04,,,,,,,,Humanidades digitales,,,,,Gedisa,México,Spanish,,,,,,,,<p>OCLC: 1117760787</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L5CZHEV2,book,2018,,Humanidades Digitales Retos Recursos y Nuevas Propuestas,,,,,,,2018,2025-06-24 18:35:58,2026-02-17 01:57:04,,,,,,,,,,,,,Agilice Digital,Valladolid,,,,,,,,,"<div class=""comment"">
<p>This book needs an abstract or excerpt, and it doesn't have a Google Books description available to use. For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,Humanidades digitales; Volumen editado,,"Álvarez Ramos, Eva; Blasco Pascual, Javier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WXFQXIHG,book,2006,"Mora, Vicente Luis","Pangea: Internet, blogs y comunicación en un mundo nuevo",,,,,,,2006,2025-06-24 18:35:57,2026-02-17 01:57:04,,,,,,,,,,,,,Fundación José Manuel Lara,Sevilla,Spanish,,,,,,,,<p>ZSCC: 0000098</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7FRYVZAA,book,2013,"Scolari, Carlos A",Narrativas Transmedia: cuando todos los medios cuentan,,978-84-234-1336-2 84-234-1336-5,,,,,2013,2025-06-24 18:35:57,2026-02-17 01:57:04,,,,,,,,Narrativas Transmedia,,,,,"Centro Libros PAPF, S.L.U.",Barcelona,Spanish,,,,,,,,<p>ZSCC: 0001824</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297IMBZ2,book,2011,"Orihuela, José Luis",Mundo Twitter: una guía para comprender y dominar la plataforma que cambió la red,,,,,,,2011,2025-06-24 18:35:57,2026-02-17 01:57:04,,,,,,,,,,,,,Alienta,Barcelona,,,,,,,,,<p>ZSCC: 0000313</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5RVEVAUH,book,2002,"Lucía Megías, José Manuel",Literatura románica en Internet,,,,,,,2002,2025-06-24 18:35:57,2026-02-17 01:57:04,,,,,,,,,,,,,Castalia,Madrid,Spanish,,,,,,,,<p>ZSCC: 0000011</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FV4IMJWU,book,2013,"Llosa Sanz, Álvaro",Más allá del papel. El hilo digital de la ficción impresa,,,,,http://www.academiaeditorial.com/web/wp-content/uploads/2013/11/Llosa-Hilo-digital.pdf,"Ante el despunte de los medios digitales en una cultura transformada por el hipermedia, por la inmersión en los espacios virtuales y por los nuevos hábitos sociales de lectura, el universo de la ficción que se nos ha transmitido de forma impresa comienza a replantearse su contexto pasado para hallar un espacio en el futuro. Este libro busca respuestas a una cuestión clave cuando hablamos de digitalización de obras de ficción previamente impresas: ¿es posible trasladar y de qué manera la memoria cultural del libro impreso a una memoria virtual caracterizada por el hipertexto, la inmersión audiovisual y la participación escrilectora? Si rescatamos las diversas formas de producción y recepción que rodearon la difusión de ficciones en torno a la era de la imprenta, descubriremos los hilos digitales de la ficción impresa.",2013,2025-06-24 18:35:57,2026-02-17 01:57:04,,,,,,,,,,,,,Editorial Academia del Hispanismo,Vigo,,,,,,,,,<p>ZSCC: 0000005</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIEY76DJ,book,2006,,Teoría del hipertexto,,,,,,,2006,2025-06-24 18:35:56,2026-02-17 01:57:04,,,,,,,,,,,,,Arcos,Madrid,Spanish,,,,,,,,<p>00014</p>,,,#nosource,,"Vilariño, Teresa; Abuin González, Ángel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8M2WAD2H,book,2013,,Digital Art History. Special Issue,,,,,http://www.mindspring.com/%7Esundt-vr/toc.htm,,2013-06,2025-06-24 18:35:56,2026-02-17 01:57:04,,,,,29,,,,Visual Resources: An International Journal of Documentation,,,,"Routledge, Taylor & Francis Group",,en,,,,,,,,<p>ZSCC: 0000000[s0]</p>,,,#nosource; Arte digital,,"Baca, Murtha; Helmreich, Anne; Rodríguez Ortega, Nuria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5FPWBUJ,book,2015,,Creatividad Computacional,,ISBN: 978-607-744-284-4,,,,,2015,2025-06-24 18:35:56,2026-02-17 01:57:04,,,,,,,,,,,,,UAM-Cuajimalpa-Patria,,,,,,,,,,<p>ZSCC: NoCitationData[s0] Entrevista con el editor: https://www.youtube.com/watch?v=oNcdt5lhpeA</p>,,,#nosource,,"Pérez y Pérez, Rafael",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSVRT8ED,book,2012,"Lucía Megías, José Manuel",Elogio del texto digital. Claves para interpretar el nuevo paradigma,,,,,,,2012,2025-06-24 18:35:56,2026-02-17 01:57:04,,,,,,,,,,,,,Fórcola,,Español,,,,,,,,<p>00000</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5HZHDSCS,book,2013,"Pons, Anaclet",El desorden digital. Guía para historiadores y humanistas,,,,,,"No es sólo la historia o las humanidades, es el mundo el que está cambiando, en ocasiones de forma estimulante; en otras, de una manera que nos sobresalta. Muy pocos son los que pueden presumir de comprender esa mutación. En medio de la transformación digital, zarandeados por el remolino del cambio, la sensación de confusión y desconcierto es inevitable. Este volumen se ofrece como ayuda, como guía para comprender algunos de los fenómenos que acompañan «el desorden digital» en el que estamos inmersos: los cambios en los soportes, en la lectura, en la escritura, en el documento y el archivo mismos, en la condición y la función de autor, en los modos de colaboración y en la difusión del conocimiento. El autor nos muestra una mutación que afecta a procesos con los que captamos el mundo, que utilizamos para conocerlo, muchos de los cuales pasan inadvertidos precisamente por su obviedad, por su familiaridad, cuando lo que hacen es modificar nuestro trabajo de una manera profunda. De ahí la necesidad de sobreponerse a la confusión, al extravío, y la exigencia de pensar lo que supone ese entorno digital, de aquilatar lo que sucede a nuestro alrededor.",2013,2025-06-24 18:35:56,2026-02-17 01:57:04,,,,,,,,,,,,,Siglo XXI Editores,Madrid,,,,,,,,,"No es sólo la historia o las humanidades, es el mundo el que está cambiando, en ocasiones de forma estimulante; en otras, de una manera que nos sobresalta. Muy pocos son los que pueden presumir de comprender esa mutación. En medio de la transformación digital, zarandeados por el remolino del cambio, la sensación de confusión y desconcierto es inevitable. Este volumen se ofrece como ayuda, como guía para comprender algunos de los fenómenos que acompañan «el desorden digital» en el que estamos inmersos: los cambios en los soportes, en la lectura, en la escritura, en el documento y el archivo mismos, en la condición y la función de autor, en los modos de colaboración y en la difusión del conocimiento. El autor nos muestra una mutación que afecta a procesos con los que captamos el mundo, que utilizamos para conocerlo, muchos de los cuales pasan inadvertidos precisamente por su obviedad, por su familiaridad, cuando lo que hacen es modificar nuestro trabajo de una manera profunda. De ahí la necesidad de sobreponerse a la confusión, al extravío, y la exigencia de pensar lo que supone ese entorno digital, de aquilatar lo que sucede a nuestro alrededor.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9UT66HHV,book,1996,"Marcos Marín, Francisco",El comentario filológico con apoyo informático,,,,,,,1996,2025-06-24 18:35:56,2026-02-17 01:57:04,,,,,,,,,,,,,Síntesis,Madrid,,,,,,,,,<p>00014</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VXUYT2Z9,book,2019,"Clivaz, C.","Ecritures digitales. Digital Writing, Digital Scriptures",,978-90-04-40256-0,,,https://doi.org/10.1163/9789004402560_002,,2019,2025-06-24 18:35:53,2026-02-17 01:57:04,,,,,1,,,,Digital Biblical Studies,4,,,Brill,Leiden - Boston,"Français, English",,,,,,,,<p>ZSCC: 0000006 </p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,
9J9CDIM4,book,2019,,Digital Classical Philology. Ancient Greek and Latin in the Digital Revolution,,978-3-11-059678-6 978-3-11-059957-2,,,,,2019,2025-06-24 18:35:52,2026-02-17 01:57:04,,,,,1,,,,Age of Access? Grundfragen der Informationsgesellschaft,10,,,Walter de Gruyter GmbH,Berlin - Boston,English,,,,,,,,<p>ZSCC: 0000017 </p>,,,#nosource,,"Berti, M.",,,,,,,,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,
FQG6WVX2,book,2018,,Humanidades Digitales: Construcciones locales en contextos globales. Actas del I Congreso Internacional de la Asociación Argentina de Humanidades Digitales - AAHD,,978-987-4019-97-4,,,,,2018,2025-06-24 18:35:52,2026-02-17 01:57:04,,,,,1,,,,,,,,Universidad de Buenos Aires. Editorial de la Facultad de Filosofía y Letras,Buenos Aires,Español,,,,,,,,<p>ZSCC: NoCitationData[s0] </p>,,,#nosource,,"Río Riande, G. del; Calarco, G.; Striker, G.; León, R. de",,,,,,,,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,
